"Subject"	"Activity"	"X1.tBodyAcc.mean()-X"	"X2.tBodyAcc.mean()-Y"	"X3.tBodyAcc.mean()-Z"	"X41.tGravityAcc.mean()-X"	"X42.tGravityAcc.mean()-Y"	"X43.tGravityAcc.mean()-Z"	"X81.tBodyAccJerk.mean()-X"	"X82.tBodyAccJerk.mean()-Y"	"X83.tBodyAccJerk.mean()-Z"	"X121.tBodyGyro.mean()-X"	"X122.tBodyGyro.mean()-Y"	"X123.tBodyGyro.mean()-Z"	"X161.tBodyGyroJerk.mean()-X"	"X162.tBodyGyroJerk.mean()-Y"	"X163.tBodyGyroJerk.mean()-Z"	"X201.tBodyAccMag.mean.."	"X214.tGravityAccMag.mean.."	"X227.tBodyAccJerkMag.mean.."	"X240.tBodyGyroMag.mean.."	"X253.tBodyGyroJerkMag.mean.."	"X266.fBodyAcc.mean()-X"	"X267.fBodyAcc.mean()-Y"	"X268.fBodyAcc.mean()-Z"	"X294.fBodyAcc.meanFreq()-X"	"X295.fBodyAcc.meanFreq()-Y"	"X296.fBodyAcc.meanFreq()-Z"	"X345.fBodyAccJerk.mean()-X"	"X346.fBodyAccJerk.mean()-Y"	"X347.fBodyAccJerk.mean()-Z"	"X373.fBodyAccJerk.meanFreq()-X"	"X374.fBodyAccJerk.meanFreq()-Y"	"X375.fBodyAccJerk.meanFreq()-Z"	"X424.fBodyGyro.mean()-X"	"X425.fBodyGyro.mean()-Y"	"X426.fBodyGyro.mean()-Z"	"X452.fBodyGyro.meanFreq()-X"	"X453.fBodyGyro.meanFreq()-Y"	"X454.fBodyGyro.meanFreq()-Z"	"X503.fBodyAccMag.mean.."	"X513.fBodyAccMag.meanFreq.."	"X516.fBodyBodyAccJerkMag.mean.."	"X526.fBodyBodyAccJerkMag.meanFreq.."	"X529.fBodyBodyGyroMag.mean.."	"X539.fBodyBodyGyroMag.meanFreq.."	"X542.fBodyBodyGyroJerkMag.mean.."	"X552.fBodyBodyGyroJerkMag.meanFreq.."	"X4.tBodyAcc.std()-X"	"X5.tBodyAcc.std()-Y"	"X6.tBodyAcc.std()-Z"	"X44.tGravityAcc.std()-X"	"X45.tGravityAcc.std()-Y"	"X46.tGravityAcc.std()-Z"	"X84.tBodyAccJerk.std()-X"	"X85.tBodyAccJerk.std()-Y"	"X86.tBodyAccJerk.std()-Z"	"X124.tBodyGyro.std()-X"	"X125.tBodyGyro.std()-Y"	"X126.tBodyGyro.std()-Z"	"X164.tBodyGyroJerk.std()-X"	"X165.tBodyGyroJerk.std()-Y"	"X166.tBodyGyroJerk.std()-Z"	"X202.tBodyAccMag.std.."	"X215.tGravityAccMag.std.."	"X228.tBodyAccJerkMag.std.."	"X241.tBodyGyroMag.std.."	"X254.tBodyGyroJerkMag.std.."	"X269.fBodyAcc.std()-X"	"X270.fBodyAcc.std()-Y"	"X271.fBodyAcc.std()-Z"	"X348.fBodyAccJerk.std()-X"	"X349.fBodyAccJerk.std()-Y"	"X350.fBodyAccJerk.std()-Z"	"X427.fBodyGyro.std()-X"	"X428.fBodyGyro.std()-Y"	"X429.fBodyGyro.std()-Z"	"X504.fBodyAccMag.std.."	"X517.fBodyBodyAccJerkMag.std.."	"X530.fBodyBodyGyroMag.std.."	"X543.fBodyBodyGyroJerkMag.std.."
" 1"	"1 WALKING           "	"0.277330758736842"	"-0.01738381852736842"	"-0.1111481035473684"	" 0.935223201473684"	"-0.28216502126315790"	"-0.06810286400000000"	"0.0740416333157895"	" 2.82721095884211e-02"	"-4.16840617789474e-03"	"-0.04183096352600000"	"-0.06953004621157895"	" 0.084944817304210524"	"-0.0899975423705263"	"-0.0398428709463158"	"-0.04613092950210526"	"-0.136971176556842100"	"-0.136971176556842100"	"-0.14142880903157895"	"-0.1609795525368421"	"-0.2987036790842105"	"-0.2027943063263158"	" 0.08971272640210526"	"-0.3315601177894737"	"-2.07548374494737e-01"	" 0.11309364610315789"	" 0.049726519617263161"	"-0.17054696454957893"	"-0.03522552411306316"	"-0.4689992246315789"	"-0.20926197337684210"	"-3.86237143210526e-01"	"-0.18553028124421053"	"-0.3390321971157895"	"-0.1030594164347368"	"-0.2559409403157895"	" 0.01478449866210526"	"-0.06577461900105264"	" 0.000773321564315790"	"-0.12862345062947370"	" 0.190643724399999992"	"-0.057119400034315787"	" 0.093822180702736846"	"-0.19925256898631580"	" 0.268844367525894745"	"-0.3193085937789474"	" 0.190663448793684215"	"-0.28374025884210524"	" 0.11446133674736843"	"-0.26002790221052630"	"-0.976609642526316"	"-0.971305961473684"	"-0.947717226105263"	"-0.11361560243578947"	" 0.06700250076842106"	"-0.5026997885263158"	"-0.4735354858947368"	"-0.05460776865947368"	"-0.3442666294736842"	"-0.2074218547578947"	"-0.3044685106315789"	"-0.40425545263157897"	"-0.2196886456315789"	"-0.2196886456315789"	"-0.0744717500625263"	"-0.1869783645263158"	"-0.3253248788947368"	"-0.31913471957894735"	" 0.05604000684600000"	"-0.2796867514947368"	"-0.13358660632631578"	" 0.10673985713600000"	"-0.53471344042105262"	"-0.516691938736842"	"-0.0335081597884211"	"-0.4365622274736842"	"-0.398032586842105240"	"-0.1034924030021053"	"-0.3210179538947369"	"-0.3816019117894737"
" 1"	"2 WALKING_UPSTAIRS  "	"0.255461689622641"	"-0.02395314926433962"	"-0.0973020020943396"	" 0.893351097547170"	"-0.36215336433962264"	"-0.07540293975471699"	"0.1013727299226415"	" 1.94863076188679e-02"	"-4.55625449113208e-02"	" 0.05054937975471698"	"-0.16617001508867923"	" 0.058359546398113207"	"-0.1222327680113208"	"-0.0421485884509434"	"-0.04071255276547170"	"-0.129927630735849065"	"-0.129927630735849065"	"-0.46650344622641510"	"-0.1267355899698113"	"-0.5948828650943396"	"-0.4043217841509434"	"-0.19097672081132075"	"-0.4333497020754717"	"-4.18735000377359e-01"	"-0.16069721351698113"	"-0.520114793584905644"	"-0.47987524566037737"	"-0.41344458754716984"	"-0.6854743539622642"	"-0.37702312830188678"	"-5.09495531698113e-01"	"-0.55110428415094337"	"-0.4926116679245283"	"-0.3194746090566038"	"-0.4535972130188679"	"-0.18745024773773586"	"-0.47357478660377361"	"-0.133373904258490578"	"-0.35239594471698116"	"-0.097743349641509436"	"-0.442652162452830178"	" 0.085352409154716979"	"-0.32596145739622640"	"-0.219303376110566051"	"-0.6346650820754717"	" 0.114277342454716990"	"-0.35470802509433963"	"-0.00232026501698113"	"-0.01947923884716981"	"-0.956367027924528"	"-0.952849233207547"	"-0.912379410377358"	"-0.44684388773584904"	"-0.37827442603773587"	"-0.7065935309433963"	"-0.5448711045283019"	" 0.00410518379811321"	"-0.5071686749056604"	"-0.6147865084905660"	"-0.6016966562264151"	"-0.60633200226415096"	"-0.3249709292452830"	"-0.3249709292452830"	"-0.4789916220754717"	"-0.1486193180528302"	"-0.6485530443396227"	"-0.33742818867924529"	" 0.02176951065660377"	" 0.0859565543849057"	"-0.46190702584905663"	"-0.38177706528301886"	"-0.72604020075471698"	"-0.565892490754717"	" 0.1515389055660377"	"-0.5717078400000000"	"-0.416260101509433933"	"-0.5330598537735849"	"-0.1829855182641509"	"-0.6939305215094340"
" 1"	"3 WALKING_DOWNSTAIRS"	"0.289188320408163"	"-0.00991850461020408"	"-0.1075661909081633"	" 0.931874418979592"	"-0.26661033897959185"	"-0.06211995859387755"	"0.0541553164897959"	" 2.96504490408163e-02"	"-1.09719730183673e-02"	"-0.03507819029897959"	"-0.09093712902040817"	" 0.090085014203061226"	"-0.0739592036271429"	"-0.0439902783367347"	"-0.02704610610612245"	" 0.027188291410612245"	" 0.027188291410612245"	"-0.08944748079795918"	"-0.0757412543673469"	"-0.2954638433469388"	" 0.0382291831510204"	" 0.00154990783591837"	"-0.2255744716938775"	"-3.07395198687755e-01"	" 0.06322008393469387"	" 0.294322700810612237"	"-0.02766386761224490"	"-0.12866715764897960"	"-0.2883347357142857"	"-0.25316434491836737"	"-3.37589701224490e-01"	" 0.00937223889183673"	"-0.3524496313632653"	"-0.0557022524693878"	"-0.0318694271979592"	"-0.10045372904081633"	" 0.08255114871836734"	"-0.075676206771428570"	" 0.09658453430408163"	" 0.119187142767959178"	" 0.026218494932653064"	" 0.076491547432653059"	"-0.18572028574489796"	" 0.349613895469387759"	"-0.2819633591775510"	" 0.190000706165102035"	" 0.03003533834838775"	"-0.03193594344897959"	"-0.23043421320408164"	"-0.950559811632653"	"-0.937018658979592"	"-0.895939695102041"	"-0.01228386054489796"	"-0.10160139064081633"	"-0.3457350323265306"	"-0.4580305429387755"	"-0.12634919493877550"	"-0.1247024542428571"	"-0.4870273422448980"	"-0.2388248275306122"	"-0.26876148024285712"	" 0.0198843506265306"	" 0.0198843506265306"	"-0.0257877197081633"	"-0.2257243680612245"	"-0.3065106455306122"	" 0.02433083913877551"	"-0.11296373995306122"	"-0.2979278946938775"	"-0.08632789664020409"	"-0.13458000887755103"	"-0.40172146428571431"	"-0.495422486102041"	"-0.1814147286571429"	"-0.2384435653061225"	"-0.186530301073469379"	"-0.1040522607265306"	"-0.3983503901224490"	"-0.3919198766122449"
" 1"	"4 SITTING           "	"0.261237565425532"	"-0.00130828765170213"	"-0.1045441822553192"	" 0.831509933404255"	" 0.20441159268085107"	" 0.33204370276595746"	"0.0774825199574468"	"-6.19102785106384e-04"	"-3.36779235021277e-03"	"-0.04535005651276596"	"-0.09192415493617020"	" 0.062931381191489361"	"-0.0936793807234043"	"-0.0402118124255319"	"-0.04670262700000000"	"-0.948536786170212753"	"-0.948536786170212753"	"-0.98736419553191490"	"-0.9308924900000000"	"-0.9919763412765957"	"-0.9796412387234043"	"-0.94408455042553197"	"-0.9591848891489362"	"-4.95135975489362e-02"	" 0.07594607685106383"	" 0.238829870148936169"	"-0.98659702255319148"	"-0.98157946702127663"	"-0.9860530923404255"	" 0.25661082356808512"	" 4.75437839595745e-02"	" 0.09239200325531916"	"-0.9761614640425532"	"-0.9758385853191489"	"-0.9513155444680851"	" 0.18915302126085107"	" 0.06312706697872340"	"-0.029783920744680850"	"-0.94778292255319152"	" 0.236655011680851068"	"-0.985262126808510663"	" 0.351852201957446820"	"-0.95843558936170214"	"-0.000262186717021277"	"-0.9897975472340426"	" 0.184775928085106372"	"-0.97722900829787229"	"-0.92261864191489362"	"-0.93958629106382974"	"-0.968457145744681"	"-0.935517055957447"	"-0.949040933191489"	"-0.98643071127659576"	"-0.98137196531914894"	"-0.9879108044680851"	"-0.9772112831914893"	"-0.96647389531914896"	"-0.9414259208510638"	"-0.9917315921276596"	"-0.9895180685106383"	"-0.98793580638297873"	"-0.9270784187234042"	"-0.9270784187234042"	"-0.9841200240425532"	"-0.9345318404255319"	"-0.9883087285106383"	"-0.97641231319148936"	"-0.91727500638297876"	"-0.9344695580851063"	"-0.98749299446808514"	"-0.98251390957446805"	"-0.98833918489361705"	"-0.977904227021277"	"-0.9623450425531915"	"-0.9439178410638298"	"-0.928444801702127620"	"-0.9816061774468084"	"-0.9321983748936170"	"-0.9870496172340426"
" 1"	"5 STANDING          "	"0.278917629056604"	"-0.01613759010377358"	"-0.1106018177358491"	" 0.942952000377358"	"-0.27298383226415096"	" 0.01349058232264151"	"0.0753766542264151"	" 7.97573092830189e-03"	"-3.68524954709434e-03"	"-0.02398773479792453"	"-0.05939722098113208"	" 0.074800750999999999"	"-0.0996092129056604"	"-0.0440627877924528"	"-0.04895054667169811"	"-0.984278207358490587"	"-0.984278207358490587"	"-0.99236779056603774"	"-0.9764937928301887"	"-0.9949667905660378"	"-0.9952499326415094"	"-0.97707084773584907"	"-0.9852970986792453"	" 8.65153619088679e-02"	" 0.11747894871886792"	" 0.244858585792452815"	"-0.99463079735849058"	"-0.98541870452830194"	"-0.9907521660377359"	" 0.31418294015094339"	" 3.91618954943396e-02"	" 0.13858147874905660"	"-0.9863867860377359"	"-0.9889844558490566"	"-0.9807731228301887"	"-0.12029302060377359"	"-0.04471919781698113"	" 0.100607635139622648"	"-0.98535636113207548"	" 0.284555290773584935"	"-0.992542477547169844"	" 0.422220102264150965"	"-0.98461762339622638"	"-0.028605772532830188"	"-0.9948153769811321"	" 0.334498734301886813"	"-0.99575990150943394"	"-0.97319005641509437"	"-0.97977587698113211"	"-0.993762985094340"	"-0.981225957924528"	"-0.976324063584906"	"-0.99460454226415096"	"-0.98564873245283025"	"-0.9922511773584906"	"-0.9871919466037736"	"-0.98773443999999999"	"-0.9806456269811321"	"-0.9929451069811320"	"-0.9951379173584906"	"-0.99210846716981127"	"-0.9819429288679246"	"-0.9819429288679246"	"-0.9930962094339623"	"-0.9786900286792453"	"-0.9947332386792452"	"-0.99602834509433957"	"-0.97229310207547170"	"-0.9779372596226416"	"-0.99507375924528307"	"-0.98701822679245288"	"-0.99234981811320755"	"-0.987497128679245"	"-0.9871077277358491"	"-0.9823453300000000"	"-0.982313804716981154"	"-0.9925360033962264"	"-0.9784660720754716"	"-0.9946711232075471"
" 1"	"6 LAYING            "	"0.221598243940000"	"-0.04051395342940000"	"-0.1132035535800000"	"-0.248881798280000"	" 0.70554977346000003"	" 0.44581771980000001"	"0.0810865342000000"	" 3.83820400880000e-03"	" 1.08342363610000e-02"	"-0.01655309397800000"	"-0.06448612408800000"	" 0.148689436260000002"	"-0.1072709491920000"	"-0.0415172868900000"	"-0.07405012110000000"	"-0.841929152500000000"	"-0.841929152500000000"	"-0.95439626460000004"	"-0.8747595480000000"	"-0.9634610300000001"	"-0.9390990524000000"	"-0.86706520517999996"	"-0.8826668762000001"	"-1.58792670508000e-01"	" 0.09753484158600000"	" 0.089437655220000009"	"-0.95707388380000002"	"-0.92246260979999994"	"-0.9480609042000000"	" 0.13241909239800001"	" 2.45136189560000e-02"	" 0.02438794528000000"	"-0.8502491745860000"	"-0.9521914948000000"	"-0.9093027210000000"	"-0.00354679585600000"	"-0.09152913088200000"	" 0.010458125660000005"	"-0.86176764809999995"	" 0.086408562940000003"	"-0.933300360800000006"	" 0.266391154160000032"	"-0.86219018540000003"	"-0.139775012700000006"	"-0.9423669466000000"	" 0.176485907080000004"	"-0.92805646919999996"	"-0.83682740562000002"	"-0.82606140162800001"	"-0.896830018400000"	"-0.907720006760000"	"-0.852366290220000"	"-0.95848211200000000"	"-0.92414927359999999"	"-0.9548551108000000"	"-0.8735438678200000"	"-0.95109044020000000"	"-0.9082846626000000"	"-0.9186085208000000"	"-0.9679072436000000"	"-0.95779015960000002"	"-0.7951448638600001"	"-0.7951448638600001"	"-0.9282456284000000"	"-0.8190101697600000"	"-0.9358409827999999"	"-0.92443743460000005"	"-0.83362555610000000"	"-0.8128915594400000"	"-0.96416070860000003"	"-0.93221787040000004"	"-0.96058698720000002"	"-0.882296450800000"	"-0.9512320493999999"	"-0.9165825082000000"	"-0.798300940399999992"	"-0.9218039756000000"	"-0.8243194396800000"	"-0.9326606676000000"
" 2"	"1 WALKING           "	"0.276426586440678"	"-0.01859491991457627"	"-0.1055003579661017"	" 0.913017333389830"	"-0.34660709000000001"	" 0.08472708711864407"	"0.0618080696279661"	" 1.82492679288136e-02"	" 7.89533706610169e-03"	"-0.05302581573474576"	"-0.04823823169491526"	" 0.082833663322033901"	"-0.0818833429152542"	"-0.0538299449067797"	"-0.05149391568305085"	"-0.290407593728813584"	"-0.290407593728813584"	"-0.28142415388135594"	"-0.4465490928813559"	"-0.5479119503389831"	"-0.3460481610169491"	"-0.02190481033220339"	"-0.4538063698305085"	"-1.45795489703390e-01"	" 0.19858646650847459"	" 0.068899520818644075"	"-0.30461532288135595"	"-0.07876408366101695"	"-0.5549567096610170"	"-0.07271015844796611"	"-2.63574018186441e-01"	"-0.25484643875593221"	"-0.4297135361016949"	"-0.5547721122033898"	"-0.3966599074576271"	" 0.00727967988474576"	"-0.04270093223728814"	" 0.139752115269491523"	"-0.32428942793220339"	" 0.393206208305084737"	"-0.169064352813559332"	" 0.207500926703389821"	"-0.53070481474576270"	" 0.305283825254237307"	"-0.5832492933898306"	" 0.126344614439491520"	"-0.42364283847457629"	"-0.07809125331186441"	"-0.42525752491525426"	"-0.972693201355932"	"-0.972116879661017"	"-0.972072847627119"	"-0.27753046262033898"	"-0.01660223628474576"	"-0.5860904189830508"	"-0.5615502557627119"	"-0.53845366779661019"	"-0.4810855350847458"	"-0.3895498315254237"	"-0.6341404361016949"	"-0.43549267728813557"	"-0.4225441693220339"	"-0.4225441693220339"	"-0.1641509851271186"	"-0.5530199162711864"	"-0.5577981513559322"	"-0.45765138372881353"	"-0.16921968620338984"	"-0.4552221464406780"	"-0.31431306340677967"	"-0.01533295200847458"	"-0.61589818847457622"	"-0.604053019152542"	"-0.5330469525423729"	"-0.5598566350847458"	"-0.577105211694915243"	"-0.1640919694491526"	"-0.6517928396610170"	"-0.5581045547457627"
" 2"	"2 WALKING_UPSTAIRS  "	"0.247164790395833"	"-0.02141211320458333"	"-0.1525138995208333"	" 0.790717418541667"	"-0.41621489041666665"	"-0.19588823889166665"	"0.0744507839572917"	"-9.70985514333333e-03"	" 1.94814392500000e-02"	"-0.05769126345833334"	"-0.03208830973958333"	" 0.068837402166666672"	"-0.0828858001333333"	"-0.0424053708458333"	"-0.04451574816250000"	"-0.107322679520833339"	"-0.107322679520833339"	"-0.32126891104166666"	"-0.2197134729583333"	"-0.5728164385416666"	"-0.2667209332708333"	" 0.00992445881854167"	"-0.2810019862020833"	"-2.81748011416667e-01"	"-0.06188944589583333"	"-0.236589092316958322"	"-0.25863943972916664"	"-0.18784213171250000"	"-0.5227280633333333"	"-0.04911429235416667"	"-2.87688885375000e-01"	"-0.37421848479166664"	"-0.3316435774583333"	"-0.4880861239583333"	"-0.2486011220000000"	"-0.11532443373333333"	"-0.13035785067500000"	"-0.077341811729166668"	"-0.14531853915625001"	" 0.107680395229166670"	"-0.189511136902083321"	"-0.011916823358333333"	"-0.45061218479166665"	"-0.022752769044375003"	"-0.6007984962500000"	" 0.046743399104166666"	"-0.30437640645833336"	" 0.10802727988958333"	"-0.11212102122083334"	"-0.934407739791667"	"-0.923767453750000"	"-0.878004056875000"	"-0.27612188647916669"	"-0.18564895422083333"	"-0.5737463524999999"	"-0.4392530589583333"	"-0.46629833666666665"	"-0.1639957916791667"	"-0.4648543631250000"	"-0.6454913377083333"	"-0.46759596104166667"	"-0.2059770452958333"	"-0.2059770452958333"	"-0.2173893945812500"	"-0.3775321676041667"	"-0.5972917191666667"	"-0.32058241437500001"	" 0.08488027910833333"	"-0.0945449764312500"	"-0.36541544145833332"	"-0.24355414666666667"	"-0.62509098145833331"	"-0.476358845625000"	"-0.4597584889583333"	"-0.2180724714791667"	"-0.366728243750000016"	"-0.2604238389625000"	"-0.4386204018750000"	"-0.6218202029166666"
" 2"	"3 WALKING_DOWNSTAIRS"	"0.277615348063830"	"-0.02266141583617021"	"-0.1168129423829787"	" 0.861831345531915"	"-0.32578010063829788"	"-0.04388901627234042"	"0.1100406155695745"	"-3.27959081489362e-03"	"-2.09351677765957e-02"	"-0.11594735287234043"	"-0.00482329231914894"	" 0.097173808906382983"	"-0.0581038498510638"	"-0.0421470257531915"	"-0.07102298168936171"	" 0.089951120497872336"	" 0.089951120497872336"	" 0.00565516335106383"	"-0.1621885869304255"	"-0.4108726714893617"	" 0.1128411603255319"	" 0.27834504176595742"	"-0.1312907720000000"	"-2.73711609659574e-01"	" 0.01193096064680851"	" 0.090367854650425530"	" 0.13812068108723405"	" 0.09620916076170212"	"-0.2714987211063830"	"-0.14389814953191490"	"-3.57514501744681e-01"	"-0.23470393244680851"	"-0.1457759704063830"	"-0.3619138240000000"	"-0.0874944736085106"	"-0.03752980231914894"	" 0.07708945572340425"	" 0.136774958400000007"	" 0.29342482659148938"	" 0.093832129761702132"	" 0.222247409576595750"	" 0.018835511140425532"	"-0.32083854355319147"	" 0.103971241706382972"	"-0.3801753064893617"	"-0.051247964055319152"	" 0.04636668144468085"	" 0.26288178895106384"	"-0.10283790806382979"	"-0.940361759574468"	"-0.940068525531915"	"-0.931438313191489"	" 0.14724914323829788"	" 0.12682801455744680"	"-0.3401220231914894"	"-0.3207892300085106"	"-0.41573914489361702"	"-0.2794183880425532"	"-0.2439405925531915"	"-0.4693967011063830"	"-0.21826631860638299"	" 0.2155863348893617"	" 0.2155863348893617"	" 0.2296171851276596"	"-0.2748441105319149"	"-0.3431878754042553"	" 0.01610461985957446"	" 0.17197397295744682"	"-0.1620328942872341"	" 0.04995906248297872"	" 0.08083334912765958"	"-0.40822742319148936"	"-0.379436674361702"	"-0.4587327474468085"	"-0.4229876651063830"	"-0.021478788172340425"	" 0.2274807325425532"	"-0.3725767553617021"	"-0.3436989854255319"
" 2"	"4 SITTING           "	"0.277087351739130"	"-0.01568799372826087"	"-0.1092182724565217"	" 0.940477273043478"	"-0.10563002449878260"	" 0.19872676876086956"	"0.0722564387173913"	" 1.16954511323913e-02"	" 7.60546929869565e-03"	"-0.04547066204347826"	"-0.05992867970434783"	" 0.041227746217391302"	"-0.0936328412826087"	"-0.0415602029130435"	"-0.04358509665000000"	"-0.967893623913043455"	"-0.967893623913043455"	"-0.98677471304347830"	"-0.9460350871739130"	"-0.9910814939130435"	"-0.9858038406521740"	"-0.95734349847826083"	"-0.9701621726086956"	" 8.51928207100000e-02"	" 0.15019395616304348"	" 0.096064675958695653"	"-0.98784879369565215"	"-0.97713970282608698"	"-0.9851290502173913"	" 0.30554681808478262"	" 2.62448647134783e-02"	" 0.09290306303695653"	"-0.9826213895652174"	"-0.9821009236956522"	"-0.9598148223913043"	" 0.13052312089130436"	"-0.19214273791304348"	" 0.040947234867608699"	"-0.96127374826086953"	" 0.130934202854347842"	"-0.983874698913043466"	" 0.280062423956521755"	"-0.97184059608695650"	"-0.106358909173913052"	"-0.9898619508695652"	" 0.194722149300000008"	"-0.98682227956521740"	"-0.95070449913043475"	"-0.95982817173913038"	"-0.979988760869565"	"-0.956750273043478"	"-0.954415873043478"	"-0.98805585413043473"	"-0.97798395543478256"	"-0.9875182117391305"	"-0.9857420278260870"	"-0.97891952695652173"	"-0.9598037086956521"	"-0.9897090230434783"	"-0.9908896147826087"	"-0.98554232565217392"	"-0.9530814441304348"	"-0.9530814441304348"	"-0.9844758680434783"	"-0.9613136241304348"	"-0.9895949195652174"	"-0.98736208999999997"	"-0.95007375413043482"	"-0.9568628641304348"	"-0.98945910739130438"	"-0.98080422847826088"	"-0.98857080413043474"	"-0.986808501521739"	"-0.9773561886956522"	"-0.9635226597826086"	"-0.955575602173913019"	"-0.9841241858695652"	"-0.9613857452173913"	"-0.9896329089130435"
